,Fault Code,Device #,Wire #,"Custom
Text",Fault Text,Extended Description,PLC Tag,HMI Display,HMI,,,"Fault Tested
Initials & Date"
,F204,V1a-2,10418,,"DM 1 Enclosure
Under Temperature","Enclosure temperature is below the specified threshold. Auto Mode will not be allowed until the temperature rises above the threshold.
Check the operation of all cooling fans and ensure enclosure doors are closed.",Cooling.Input.Off_Flt.11,"F204   DM 1 Enclosure
Under Temperature
Device V1a-2     Wire # 10418",Cooling.Input.Off_Flt,12,,
,F205,V1a-2,10448,,"DM 1 Enclosure
Humidity Too High","Enclosure humidity is above the specified threshold. Auto Mode will not be allowed until the humidity falls below the threshold.
Check the operation of all cooling fans and ensure enclosure doors are closed.",Cooling.Input.Off_Flt.12,"F205   DM 1 Enclosure
Humidity Too High
Device V1a-2     Wire # 10448",Cooling.Input.Off_Flt,13,,
,F206,V1a-2,10418,,"DM 1 Enclosure
Temperature Sensor Fault",The analog I/O card is indicating a fault with the sensor or wiring. Please check the wiring and replace the sensor if required.,Cooling.Input.Off_Flt.13,"F206   DM 1 Enclosure
Temperature Sensor Fault
Device V1a-2     Wire # 10418",Cooling.Input.Off_Flt,14,,
,F207,V1a-2,10448,,"DM 1 Enclosure
Humidity Sensor Fault",The analog I/O card is indicating a fault with the sensor or wiring. Please check the wiring and replace the sensor if required.,Cooling.Input.Off_Flt.14,"F207   DM 1 Enclosure
Humidity Sensor Fault
Device V1a-2     Wire # 10448",Cooling.Input.Off_Flt,15,,
,F208,V1a-3,10478,,"DM 2 Enclosure
Over Temperature","Enclosure temperature is above the specified threshold. Auto Mode will not be allowed until the temperature falls below the threshold.
Check the operation of all cooling fans and ensure enclosure doors are closed.",Cooling.Input.Off_Flt.15,"F208   DM 2 Enclosure
Over Temperature
Device V1a-3     Wire # 10478",Cooling.Input.Off_Flt,16,,
,F209,V1a-3,10478,,"DM 2 Enclosure
Under Temperature","Enclosure temperature is below the specified threshold. Auto Mode will not be allowed until the temperature rises above the threshold.
Check the operation of all cooling fans and ensure enclosure doors are closed.",Cooling.Input.Off_Flt.16,"F209   DM 2 Enclosure
Under Temperature
Device V1a-3     Wire # 10478",Cooling.Input.Off_Flt,17,,
,F210,V1a-3,10508,,"DM 2 Enclosure
Humidity Too High","Enclosure humidity is above the specified threshold. Auto Mode will not be allowed until the humidity falls below the threshold.
Check the operation of all cooling fans and ensure enclosure doors are closed.",Cooling.Input.Off_Flt.17,"F210   DM 2 Enclosure
Humidity Too High
Device V1a-3     Wire # 10508",Cooling.Input.Off_Flt,18,,
,F211,V1a-3,10478,,"DM 2 Enclosure
Temperature Sensor Fault",The analog I/O card is indicating a fault with the sensor or wiring. Please check the wiring and replace the sensor if required.,Cooling.Input.Off_Flt.18,"F211   DM 2 Enclosure
Temperature Sensor Fault
Device V1a-3     Wire # 10478",Cooling.Input.Off_Flt,19,,
,F212,V1a-3,10508,,"DM 2 Enclosure
Humidity Sensor Fault",The analog I/O card is indicating a fault with the sensor or wiring. Please check the wiring and replace the sensor if required.,Cooling.Input.Off_Flt.19,"F212   DM 2 Enclosure
Humidity Sensor Fault
Device V1a-3     Wire # 10508",Cooling.Input.Off_Flt,20,,
,F213,,,,"Spare Fault Message
PLC Tag: Cooling.Input.Off_Flt.20","RESERVED
For Chiller",Cooling.Input.Off_Flt.20,"F213   Spare Fault Message
PLC Tag: Cooling.Input.Off_Flt.20",Cooling.Input.Off_Flt,21,,
,F214,,,,"Spare Fault Message
PLC Tag: Cooling.Input.Off_Flt.21",,Cooling.Input.Off_Flt.21,"F214   Spare Fault Message
PLC Tag: Cooling.Input.Off_Flt.21",Cooling.Input.Off_Flt,22,,
,F215,,,,"Spare Fault Message
PLC Tag: Cooling.Input.Off_Flt.22",,Cooling.Input.Off_Flt.22,"F215   Spare Fault Message
PLC Tag: Cooling.Input.Off_Flt.22",Cooling.Input.Off_Flt,23,,
,F216,,,,"Spare Fault Message
PLC Tag: Cooling.Input.Off_Flt.23",,Cooling.Input.Off_Flt.23,"F216   Spare Fault Message
PLC Tag: Cooling.Input.Off_Flt.23",Cooling.Input.Off_Flt,24,,
,F217,,,,"Spare Fault Message
PLC Tag: Cooling.Input.Off_Flt.24",,Cooling.Input.Off_Flt.24,"F217   Spare Fault Message
PLC Tag: Cooling.Input.Off_Flt.24",Cooling.Input.Off_Flt,25,,
,F218,,,,"Spare Fault Message
PLC Tag: Cooling.Input.Off_Flt.25",,Cooling.Input.Off_Flt.25,"F218   Spare Fault Message
PLC Tag: Cooling.Input.Off_Flt.25",Cooling.Input.Off_Flt,26,,
,F219,,,,"Spare Fault Message
PLC Tag: Cooling.Input.Off_Flt.26",,Cooling.Input.Off_Flt.26,"F219   Spare Fault Message
PLC Tag: Cooling.Input.Off_Flt.26",Cooling.Input.Off_Flt,27,,
,F220,,,,"Spare Fault Message
PLC Tag: Cooling.Input.Off_Flt.27",,Cooling.Input.Off_Flt.27,"F220   Spare Fault Message
PLC Tag: Cooling.Input.Off_Flt.27",Cooling.Input.Off_Flt,28,,
,F221,,,,"Spare Fault Message
PLC Tag: Cooling.Input.Off_Flt.28",,Cooling.Input.Off_Flt.28,"F221   Spare Fault Message
PLC Tag: Cooling.Input.Off_Flt.28",Cooling.Input.Off_Flt,29,,
,F222,,,,"Spare Fault Message
PLC Tag: Cooling.Input.Off_Flt.29",,Cooling.Input.Off_Flt.29,"F222   Spare Fault Message
PLC Tag: Cooling.Input.Off_Flt.29",Cooling.Input.Off_Flt,30,,
,F223,,,,"Spare Fault Message
PLC Tag: Cooling.Input.Off_Flt.30",,Cooling.Input.Off_Flt.30,"F223   Spare Fault Message
PLC Tag: Cooling.Input.Off_Flt.30",Cooling.Input.Off_Flt,31,,
,F224,,,,"Spare Fault Message
PLC Tag: Cooling.Input.Off_Flt.31",,Cooling.Input.Off_Flt.31,"F224   Spare Fault Message
PLC Tag: Cooling.Input.Off_Flt.31",Cooling.Input.Off_Flt,32,,
,F225,,,,"Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.00",,Cooling.Input.On_Flt.00,"F225   Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.00",Cooling.Input.On_Flt,1,,
,F226,,,,"Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.01",,Cooling.Input.On_Flt.01,"F226   Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.01",Cooling.Input.On_Flt,2,,
,F227,,,,"Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.02",,Cooling.Input.On_Flt.02,"F227   Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.02",Cooling.Input.On_Flt,3,,
,F228,,,,"Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.03",,Cooling.Input.On_Flt.03,"F228   Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.03",Cooling.Input.On_Flt,4,,
,F229,,,,"Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.04",,Cooling.Input.On_Flt.04,"F229   Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.04",Cooling.Input.On_Flt,5,,
,F230,,,,"Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.05",,Cooling.Input.On_Flt.05,"F230   Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.05",Cooling.Input.On_Flt,6,,
,F231,,,,"Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.06",,Cooling.Input.On_Flt.06,"F231   Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.06",Cooling.Input.On_Flt,7,,
,F232,,,,"Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.07",,Cooling.Input.On_Flt.07,"F232   Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.07",Cooling.Input.On_Flt,8,,
,F233,,,,"Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.08",,Cooling.Input.On_Flt.08,"F233   Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.08",Cooling.Input.On_Flt,9,,
,F234,,,,"Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.09",,Cooling.Input.On_Flt.09,"F234   Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.09",Cooling.Input.On_Flt,10,,
,F235,,,,"Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.10",,Cooling.Input.On_Flt.10,"F235   Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.10",Cooling.Input.On_Flt,11,,
,F236,,,,"Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.11",,Cooling.Input.On_Flt.11,"F236   Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.11",Cooling.Input.On_Flt,12,,
,F237,,,,"Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.12",,Cooling.Input.On_Flt.12,"F237   Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.12",Cooling.Input.On_Flt,13,,
,F238,,,,"Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.13",,Cooling.Input.On_Flt.13,"F238   Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.13",Cooling.Input.On_Flt,14,,
,F239,,,,"Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.14",,Cooling.Input.On_Flt.14,"F239   Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.14",Cooling.Input.On_Flt,15,,
,F240,,,,"Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.15",,Cooling.Input.On_Flt.15,"F240   Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.15",Cooling.Input.On_Flt,16,,
,F241,,,,"Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.16",,Cooling.Input.On_Flt.16,"F241   Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.16",Cooling.Input.On_Flt,17,,
,F242,,,,"Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.17",,Cooling.Input.On_Flt.17,"F242   Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.17",Cooling.Input.On_Flt,18,,
,F243,,,,"Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.18",,Cooling.Input.On_Flt.18,"F243   Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.18",Cooling.Input.On_Flt,19,,
,F244,,,,"Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.19",,Cooling.Input.On_Flt.19,"F244   Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.19",Cooling.Input.On_Flt,20,,
,F245,,,,"Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.20","RESERVED
For Chiller",Cooling.Input.On_Flt.20,"F245   Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.20",Cooling.Input.On_Flt,21,,
,F246,,,,"Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.21",,Cooling.Input.On_Flt.21,"F246   Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.21",Cooling.Input.On_Flt,22,,
,F247,,,,"Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.22",,Cooling.Input.On_Flt.22,"F247   Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.22",Cooling.Input.On_Flt,23,,
,F248,,,,"Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.23",,Cooling.Input.On_Flt.23,"F248   Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.23",Cooling.Input.On_Flt,24,,
,F249,,,,"Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.24",,Cooling.Input.On_Flt.24,"F249   Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.24",Cooling.Input.On_Flt,25,,
,F250,,,,"Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.25",,Cooling.Input.On_Flt.25,"F250   Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.25",Cooling.Input.On_Flt,26,,
,F251,,,,"Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.26",,Cooling.Input.On_Flt.26,"F251   Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.26",Cooling.Input.On_Flt,27,,
,F252,,,,"Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.27",,Cooling.Input.On_Flt.27,"F252   Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.27",Cooling.Input.On_Flt,28,,
,F253,,,,"Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.28",,Cooling.Input.On_Flt.28,"F253   Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.28",Cooling.Input.On_Flt,29,,
,F254,,,,"Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.29",,Cooling.Input.On_Flt.29,"F254   Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.29",Cooling.Input.On_Flt,30,,
,F255,,,,"Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.30",,Cooling.Input.On_Flt.30,"F255   Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.30",Cooling.Input.On_Flt,31,,
,F256,,,,"Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.31",,Cooling.Input.On_Flt.31,"F256   Spare Fault Message
PLC Tag: Cooling.Input.On_Flt.31",Cooling.Input.On_Flt,32,,
"Lamps

Halogen Lamp
& TDK Control",,,,,,,,   ,,,,
,F257,T8,,IP Address: 10.0.1.13,"TDK Power Supply
Communication Error","PLC is unable to communicate with the TDK power supply.
Check the following:
- Ethernet connection between the TDK and PLC
- Log out of the TDK web interface
- Power cycle the TDK unit",Lamps.Input.Off_Flt.0,"F257   TDK Power Supply
Communication Error
Device T8     IP Address: 10.0.1.13",Lamps.Input.Off_Flt,1,,
,F258,T8,,IP Address: 10.0.1.13,"TDK Power Supply
AC Failure","The TDK unit is indicating a AC supply issue. This can occur during power cycling of the TDK unit. If the issue is not related to power cycling of the unit, support from TDK may be required.
Consult the TDK user manual for details.",Lamps.Input.Off_Flt.1,"F258   TDK Power Supply
AC Failure
Device T8     IP Address: 10.0.1.13",Lamps.Input.Off_Flt,2,,
,F259,T8,,IP Address: 10.0.1.13,"TDK Power Supply
Over Temperature","The TDK is reporting the an over temperature alarm. Check cooling in and around the TDK and the enclosure.
Consult the TDK user manual for details.",Lamps.Input.Off_Flt.2,"F259   TDK Power Supply
Over Temperature
Device T8     IP Address: 10.0.1.13",Lamps.Input.Off_Flt,3,,
,F260,T8,,IP Address: 10.0.1.13,"TDK Power Supply
Fold-Back Protection Fault","The TDK has reported a fault in the current Fold-Back protection system of the output power. The lights may be drawing more than the current limit that is set on the device. Ensure the current limit is set to 34.0A
Consult the TDK user manual for details.",Lamps.Input.Off_Flt.3,"F260   TDK Power Supply
Fold-Back Protection Fault
Device T8     IP Address: 10.0.1.13",Lamps.Input.Off_Flt,4,,
,F261,T8,,IP Address: 10.0.1.13,"TDK Power Supply
Over-Voltage Protection Fault","The TDK has reported that the output voltage has exceeded the allowable limit. Check that the voltage limit is set to approximately 120.0V. Do not exceed 125V.
Consult the TDK user manual for details.",Lamps.Input.Off_Flt.4,"F261   TDK Power Supply
Over-Voltage Protection Fault
Device T8     IP Address: 10.0.1.13",Lamps.Input.Off_Flt,5,,
,F262,T8,,IP Address: 10.0.1.13,"TDK Power Supply
Internal Error",The TDK has reported an internal error. Consult the TDK user manual for details.,Lamps.Input.Off_Flt.5,"F262   TDK Power Supply
Internal Error
Device T8     IP Address: 10.0.1.13",Lamps.Input.Off_Flt,6,,
,F263,T8,,IP Address: 10.0.1.13,"TDK Power Supply
Output Current Too Low. One Or More Lights May Be Burnt Out.",The TDK's measured output current is below the threshold. This is an indicator that one or more lamps are not functioning properly and may need to be replaced.,Lamps.Input.Off_Flt.6,"F263   TDK Power Supply
Output Current Too Low. One Or More Lights May Be Burnt Out.
Device T8     IP Address: 10.0.1.13",Lamps.Input.Off_Flt,7,,
,F264,,,,"Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.7",,Lamps.Input.Off_Flt.7,"F264   Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.7",Lamps.Input.Off_Flt,8,,
,F265,,,,"Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.8",,Lamps.Input.Off_Flt.8,"F265   Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.8",Lamps.Input.Off_Flt,9,,
,F266,,,,"Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.9",,Lamps.Input.Off_Flt.9,"F266   Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.9",Lamps.Input.Off_Flt,10,,
,F267,,,,"Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.10",,Lamps.Input.Off_Flt.10,"F267   Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.10",Lamps.Input.Off_Flt,11,,
,F268,,,,"Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.11",,Lamps.Input.Off_Flt.11,"F268   Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.11",Lamps.Input.Off_Flt,12,,
,F269,,,,"Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.12",,Lamps.Input.Off_Flt.12,"F269   Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.12",Lamps.Input.Off_Flt,13,,
,F270,,,,"Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.13",,Lamps.Input.Off_Flt.13,"F270   Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.13",Lamps.Input.Off_Flt,14,,
,F271,,,,"Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.14",,Lamps.Input.Off_Flt.14,"F271   Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.14",Lamps.Input.Off_Flt,15,,
,F272,,,,"Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.15",,Lamps.Input.Off_Flt.15,"F272   Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.15",Lamps.Input.Off_Flt,16,,
,F273,,,,"Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.16",,Lamps.Input.Off_Flt.16,"F273   Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.16",Lamps.Input.Off_Flt,17,,
,F274,,,,"Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.17",,Lamps.Input.Off_Flt.17,"F274   Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.17",Lamps.Input.Off_Flt,18,,
,F275,,,,"Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.18",,Lamps.Input.Off_Flt.18,"F275   Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.18",Lamps.Input.Off_Flt,19,,
,F276,,,,"Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.19",,Lamps.Input.Off_Flt.19,"F276   Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.19",Lamps.Input.Off_Flt,20,,
,F277,,,,"Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.20",,Lamps.Input.Off_Flt.20,"F277   Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.20",Lamps.Input.Off_Flt,21,,
,F278,,,,"Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.21",,Lamps.Input.Off_Flt.21,"F278   Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.21",Lamps.Input.Off_Flt,22,,
,F279,,,,"Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.22",,Lamps.Input.Off_Flt.22,"F279   Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.22",Lamps.Input.Off_Flt,23,,
,F280,,,,"Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.23",,Lamps.Input.Off_Flt.23,"F280   Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.23",Lamps.Input.Off_Flt,24,,
,F281,,,,"Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.24",,Lamps.Input.Off_Flt.24,"F281   Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.24",Lamps.Input.Off_Flt,25,,
,F282,,,,"Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.25",,Lamps.Input.Off_Flt.25,"F282   Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.25",Lamps.Input.Off_Flt,26,,
,F283,,,,"Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.26",,Lamps.Input.Off_Flt.26,"F283   Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.26",Lamps.Input.Off_Flt,27,,
,F284,,,,"Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.27",,Lamps.Input.Off_Flt.27,"F284   Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.27",Lamps.Input.Off_Flt,28,,
,F285,,,,"Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.28",,Lamps.Input.Off_Flt.28,"F285   Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.28",Lamps.Input.Off_Flt,29,,
,F286,,,,"Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.29",,Lamps.Input.Off_Flt.29,"F286   Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.29",Lamps.Input.Off_Flt,30,,
,F287,,,,"Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.30",,Lamps.Input.Off_Flt.30,"F287   Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.30",Lamps.Input.Off_Flt,31,,
,F288,,,,"Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.31",,Lamps.Input.Off_Flt.31,"F288   Spare Fault Message
PLC Tag: Lamps.Input.Off_Flt.31",Lamps.Input.Off_Flt,32,,
,F289,,,,"Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.00",,Lamps.Input.On_Flt.00,"F289   Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.00",Lamps.Input.On_Flt,1,,
,F290,,,,"Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.01",,Lamps.Input.On_Flt.01,"F290   Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.01",Lamps.Input.On_Flt,2,,
,F291,,,,"Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.02",,Lamps.Input.On_Flt.02,"F291   Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.02",Lamps.Input.On_Flt,3,,
,F292,,,,"Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.03",,Lamps.Input.On_Flt.03,"F292   Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.03",Lamps.Input.On_Flt,4,,
,F293,,,,"Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.04",,Lamps.Input.On_Flt.04,"F293   Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.04",Lamps.Input.On_Flt,5,,
,F294,,,,"Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.05",,Lamps.Input.On_Flt.05,"F294   Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.05",Lamps.Input.On_Flt,6,,
,F295,,,,"Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.06",,Lamps.Input.On_Flt.06,"F295   Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.06",Lamps.Input.On_Flt,7,,
,F296,,,,"Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.07",,Lamps.Input.On_Flt.07,"F296   Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.07",Lamps.Input.On_Flt,8,,
,F297,,,,"Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.08",,Lamps.Input.On_Flt.08,"F297   Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.08",Lamps.Input.On_Flt,9,,
,F298,,,,"Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.09",,Lamps.Input.On_Flt.09,"F298   Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.09",Lamps.Input.On_Flt,10,,
,F299,,,,"Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.10",,Lamps.Input.On_Flt.10,"F299   Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.10",Lamps.Input.On_Flt,11,,
,F300,,,,"Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.11",,Lamps.Input.On_Flt.11,"F300   Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.11",Lamps.Input.On_Flt,12,,
,F301,,,,"Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.12",,Lamps.Input.On_Flt.12,"F301   Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.12",Lamps.Input.On_Flt,13,,
,F302,,,,"Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.13",,Lamps.Input.On_Flt.13,"F302   Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.13",Lamps.Input.On_Flt,14,,
,F303,,,,"Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.14",,Lamps.Input.On_Flt.14,"F303   Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.14",Lamps.Input.On_Flt,15,,
,F304,,,,"Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.15",,Lamps.Input.On_Flt.15,"F304   Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.15",Lamps.Input.On_Flt,16,,
,F305,,,,"Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.16",,Lamps.Input.On_Flt.16,"F305   Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.16",Lamps.Input.On_Flt,17,,
,F306,,,,"Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.17",,Lamps.Input.On_Flt.17,"F306   Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.17",Lamps.Input.On_Flt,18,,
,F307,,,,"Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.18",,Lamps.Input.On_Flt.18,"F307   Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.18",Lamps.Input.On_Flt,19,,
,F308,,,,"Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.19",,Lamps.Input.On_Flt.19,"F308   Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.19",Lamps.Input.On_Flt,20,,
,F309,,,,"Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.20",,Lamps.Input.On_Flt.20,"F309   Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.20",Lamps.Input.On_Flt,21,,
,F310,,,,"Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.21",,Lamps.Input.On_Flt.21,"F310   Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.21",Lamps.Input.On_Flt,22,,
,F311,,,,"Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.22",,Lamps.Input.On_Flt.22,"F311   Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.22",Lamps.Input.On_Flt,23,,
,F312,,,,"Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.23",,Lamps.Input.On_Flt.23,"F312   Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.23",Lamps.Input.On_Flt,24,,
,F313,,,,"Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.24",,Lamps.Input.On_Flt.24,"F313   Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.24",Lamps.Input.On_Flt,25,,
,F314,,,,"Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.25",,Lamps.Input.On_Flt.25,"F314   Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.25",Lamps.Input.On_Flt,26,,
,F315,,,,"Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.26",,Lamps.Input.On_Flt.26,"F315   Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.26",Lamps.Input.On_Flt,27,,
,F316,,,,"Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.27",,Lamps.Input.On_Flt.27,"F316   Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.27",Lamps.Input.On_Flt,28,,
,F317,,,,"Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.28",,Lamps.Input.On_Flt.28,"F317   Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.28",Lamps.Input.On_Flt,29,,
